symbol	name	chrom	start	end	strand
NKAIN1	sodium/potassium transporting ATPase interacting 1	chr1	31179344	31239966	-
SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	chr1	31259568	31296788	-
ZCCHC17	zinc finger CCHC-type containing 17	chr1	31296982	31365527	+
FABP3	fatty acid binding protein 3	chr1	31364010	31376850	-
SERINC2	serine incorporator 2	chr1	31409565	31434680	+
TINAGL1	tubulointerstitial nephritis antigen like 1	chr1	31576485	31587689	+
HCRTR1	hypocretin receptor 1	chr1	31617660	31632518	+
PEF1	penta-EF-hand domain containing 1	chr1	31629866	31644896	-
COL16A1	collagen type XVI alpha 1 chain	chr1	31652260	31704319	-
ADGRB2	adhesion G protein-coupled receptor B2	chr1	31727117	31764893	-
SPOCD1	SPOC domain containing 1	chr1	31790422	31816022	-
PTP4A2	protein tyrosine phosphatase 4A2	chr1	31906421	31944856	-
KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	chr1	32013687	32060850	+
TMEM39B	transmembrane protein 39B	chr1	32072031	32102866	+
KPNA6	karyopherin subunit alpha 6	chr1	32108056	32176563	+
TXLNA	taxilin alpha	chr1	32178097	32198299	+
CCDC28B	coiled-coil domain containing 28B	chr1	32200383	32205453	+
IQCC	IQ motif containing C	chr1	32205648	32208688	+
DCDC2B	doublecortin domain containing 2B	chr1	32209079	32216196	+
TMEM234	transmembrane protein 234	chr1	32214472	32222359	-
EIF3I	eukaryotic translation initiation factor 3 subunit I	chr1	32221077	32245397	+
FAM167B	family with sequence similarity 167 member B	chr1	32247222	32248856	+
LCK	LCK proto-oncogene, Src family tyrosine kinase	chr1	32251244	32286170	+
HDAC1	histone deacetylase 1	chr1	32291921	32333635	+
MARCKSL1	MARCKS like 1	chr1	32333827	32336233	-
TSSK3	testis specific serine kinase 3	chr1	32351521	32364312	+
FAM229A	family with sequence similarity 229 member A	chr1	32361270	32364278	-
BSDC1	BSD domain containing 1	chr1	32364633	32394731	-
ZBTB8B	zinc finger and BTB domain containing 8B	chr1	32465050	32496686	+
ZBTB8A	zinc finger and BTB domain containing 8A	chr1	32539142	32605941	+
ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	chr1	32600172	32650969	-
RBBP4	RB binding protein 4, chromatin remodeling factor	chr1	32651142	32686211	+
SYNC	syncoilin, intermediate filament protein	chr1	32679906	32703596	-
NHSL3	NHS like 3	chr1	32741696	32774970	+
YARS1	tyrosyl-tRNA synthetase 1	chr1	32775237	32818031	-
S100PBP	S100P binding protein	chr1	32816408	32858879	+
FNDC5	fibronectin type III domain containing 5	chr1	32862268	32872482	-
HPCA	hippocalcin	chr1	32881498	32898441	+
TMEM54	transmembrane protein 54	chr1	32894593	32901440	-
RNF19B	ring finger protein 19B	chr1	32929036	32964915	-
AK2	adenylate kinase 2	chr1	33007986	33080996	-
AZIN2	antizyme inhibitor 2	chr1	33081104	33123492	+
TRIM62	tripartite motif containing 62	chr1	33145399	33182059	-
ZNF362	zinc finger protein 362	chr1	33256359	33300719	+
A3GALT2	alpha 1,3-galactosyltransferase 2	chr1	33306766	33321098	-
PHC2	polyhomeotic homolog 2	chr1	33323623	33431095	-
ZSCAN20	zinc finger and SCAN domain containing 20	chr1	33472597	33501643	+
CSMD2	CUB and Sushi multiple domains 2	chr1	33513998	34165842	-
HMGB4	high mobility group box 4	chr1	33860475	33864791	+
C1orf94	chromosome 1 open reading frame 94	chr1	34166883	34219131	+
SMIM12	small integral membrane protein 12	chr1	34712737	34859805	-
GJB5	gap junction protein beta 5	chr1	34755034	34758512	+
GJB4	gap junction protein beta 4	chr1	34759740	34763724	+
GJB3	gap junction protein beta 3	chr1	34781214	34786369	+
GJA4	gap junction protein alpha 4	chr1	34792997	34795756	+
DLGAP3	DLG associated protein 3	chr1	34865436	34929650	-
TMEM35B	transmembrane protein 35B	chr1	34981380	34985347	-
ZMYM6	zinc finger MYM-type containing 6	chr1	34986144	35031951	-
ZMYM1	zinc finger MYM-type containing 1	chr1	35032172	35118818	+
SFPQ	splicing factor proline and glutamine rich	chr1	35176378	35193446	-
ZMYM4	zinc finger MYM-type containing 4	chr1	35268667	35422058	+
KIAA0319L	KIAA0319 like	chr1	35393883	35557950	-
NCDN	neurochondrin	chr1	35557456	35567274	+
TFAP2E	transcription factor AP-2 epsilon	chr1	35573314	35595328	+
PSMB2	proteasome 20S subunit beta 2	chr1	35599541	35641526	-
C1orf216	chromosome 1 open reading frame 216	chr1	35713875	35718894	-
CLSPN	claspin	chr1	35720218	35770002	-
AGO4	argonaute RISC component 4	chr1	35808016	35857890	+
AGO1	argonaute RISC component 1	chr1	35869808	35930532	+
AGO3	argonaute RISC catalytic component 3	chr1	35930696	36072500	+
TEKT2	tektin 2	chr1	36084094	36088278	+
ADPRS	ADP-ribosylserine hydrolase	chr1	36088878	36093932	+
COL8A2	collagen type VIII alpha 2 chain	chr1	36095239	36125222	-
TRAPPC3	trafficking protein particle complex subunit 3	chr1	36136570	36156053	-
MAP7D1	MAP7 domain containing 1	chr1	36155579	36180849	+
THRAP3	thyroid hormone receptor associated protein 3	chr1	36224392	36305376	+
SH3D21	SH3 domain containing 21	chr1	36306368	36329340	+
EVA1B	eva-1 homolog B	chr1	36322030	36324154	-
STK40	serine/threonine kinase 40	chr1	36339620	36385927	-
LSM10	LSM10, U7 small nuclear RNA associated	chr1	36391238	36397945	-
OSCP1	organic solute carrier partner 1	chr1	36415827	36450451	-
MRPS15	mitochondrial ribosomal protein S15	chr1	36455718	36464418	-
CSF3R	colony stimulating factor 3 receptor	chr1	36465669	36483322	-
GRIK3	glutamate ionotropic receptor kainate type subunit 3	chr1	36795527	37034515	-
ZC3H12A	zinc finger CCCH-type containing 12A	chr1	37474496	37484379	+
MEAF6	MYST/Esa1 associated factor 6	chr1	37489993	37514806	-
SNIP1	Smad nuclear interacting protein 1	chr1	37534449	37554293	-
DNALI1	dynein axonemal light intermediate chain 1	chr1	37556919	37566857	+
GNL2	G protein nucleolar 2	chr1	37566815	37595955	-
RSPO1	R-spondin 1	chr1	37610802	37635604	-
AIRIM	AFG2 interacting ribosome maturation factor	chr1	37681570	37692296	-
CDCA8	cell division cycle associated 8	chr1	37692481	37709719	+
EPHA10	EPH receptor A10	chr1	37713880	37765133	-
MANEAL	mannosidase endo-alpha like	chr1	37793847	37804557	+
YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	chr1	37802945	37808208	-
C1orf122	chromosome 1 open reading frame 122	chr1	37806979	37809454	+
MTF1	metal regulatory transcription factor 1	chr1	37809574	37859614	-
INPP5B	inositol polyphosphate-5-phosphatase B	chr1	37860696	37947077	-
SF3A3	splicing factor 3a subunit 3	chr1	37956975	37990517	-
FHL3	four and a half LIM domains 3	chr1	37994394	38006380	-
UTP11	UTP11 small subunit processome component	chr1	38009111	38024820	+
POU3F1	POU class 3 homeobox 1	chr1	38043829	38046793	-
RRAGC	Ras related GTP binding C	chr1	38838198	38859772	-
MYCBP	MYC binding protein	chr1	38862493	38873378	-
GJA9	gap junction protein alpha 9	chr1	38874069	38881587	-
RHBDL2	rhomboid like 2	chr1	38885807	38941830	-
AKIRIN1	akirin 1	chr1	38991272	39006059	+
NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	chr1	39026318	39034636	+
MACF1	microtubule actin crosslinking factor 1	chr1	39081316	39487177	+
BMP8A	bone morphogenetic protein 8a	chr1	39491069	39529869	+
PABPC4	poly(A) binding protein cytoplasmic 4	chr1	39560709	39576868	-
HEYL	hes related family bHLH transcription factor with YRPW motif like	chr1	39623435	39639643	-
NT5C1A	5'-nucleotidase, cytosolic IA	chr1	39651229	39673328	-
HPCAL4	hippocalcin like 4	chr1	39678648	39691485	-
PPIE	peptidylprolyl isomerase E	chr1	39692182	39763914	+
BMP8B	bone morphogenetic protein 8b	chr1	39757182	39788865	-
OXCT2	3-oxoacid CoA-transferase 2	chr1	39769523	39771348	-
TRIT1	tRNA isopentenyltransferase 1	chr1	39838110	39883511	-
MYCL	MYCL proto-oncogene, bHLH transcription factor	chr1	39895428	39902256	-
MFSD2A	MFSD2 lysolipid transporter A, lysophospholipid	chr1	39955112	39969968	+
CAP1	cyclase associated actin cytoskeleton regulatory protein 1	chr1	40039735	40072767	+
PPT1	palmitoyl-protein thioesterase 1	chr1	40072710	40097267	-
RLF	RLF zinc finger	chr1	40161387	40240921	+
TMCO2	transmembrane and coiled-coil domains 2	chr1	40245947	40251684	+
ZMPSTE24	zinc metallopeptidase STE24	chr1	40258041	40294180	+
COL9A2	collagen type IX alpha 2 chain	chr1	40300487	40317813	-
SMAP2	small ArfGAP2	chr1	40344850	40423326	+
ZFP69B	ZFP69 zinc finger protein B	chr1	40450053	40464142	+
ZFP69	ZFP69 zinc finger protein	chr1	40477233	40496530	+
EXO5	exonuclease 5	chr1	40508441	40517724	+
ZNF684	zinc finger protein 684	chr1	40531573	40548168	+
RIMS3	regulating synaptic membrane exocytosis 3	chr1	40620679	40665690	-
NFYC	nuclear transcription factor Y subunit gamma	chr1	40691570	40771606	+
KCNQ4	potassium voltage-gated channel subfamily Q member 4	chr1	40783675	40840452	+
CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	chr1	40861054	40862363	-
CTPS1	CTP synthase 1	chr1	40979300	41012565	+
SLFNL1	schlafen like 1	chr1	41015589	41024551	-
SCMH1	Scm polycomb group protein homolog 1	chr1	41027202	41242306	-
FOXO6	forkhead box O6	chr1	41361922	41383590	+
EDN2	endothelin 2	chr1	41478774	41484686	-
HIVEP3	HIVEP zinc finger 3	chr1	41506365	42035925	-
GUCA2B	guanylate cyclase activator 2B	chr1	42153410	42155820	+
GUCA2A	guanylate cyclase activator 2A	chr1	42162690	42164745	-
FOXJ3	forkhead box J3	chr1	42176535	42335913	-
RIMKLA	ribosomal modification protein rimK like family member A	chr1	42380792	42424232	+
ZMYND12	zinc finger MYND-type containing 12	chr1	42430329	42456253	-
PPCS	phosphopantothenoylcysteine synthetase	chr1	42456117	42473385	+
CCDC30	coiled-coil domain containing 30	chr1	42463221	42657190	+
PPIH	peptidylprolyl isomerase H	chr1	42658185	42676758	+
YBX1	Y-box binding protein 1	chr1	42682408	42703805	+
CLDN19	claudin 19	chr1	42733093	42740254	-
P3H1	prolyl 3-hydroxylase 1	chr1	42746335	42767084	-
C1orf50	chromosome 1 open reading frame 50	chr1	42767245	42779491	+
TMEM269	transmembrane protein 269	chr1	42784991	42816619	+
SVBP	small vasohibin binding protein	chr1	42807040	42817397	-
ERMAP	erythroblast membrane associated protein (Scianna blood group)	chr1	42817078	42845907	+
ZNF691	zinc finger protein 691	chr1	42846573	42852477	+
SLC2A1	solute carrier family 2 member 1	chr1	42925353	42958893	-
CFAP144	cilia and flagella associated protein 144	chr1	43145153	43156396	+
EBNA1BP2	EBNA1 binding protein 2	chr1	43164175	43270936	-
CFAP57	cilia and flagella associated protein 57	chr1	43172330	43254358	+
TMEM125	transmembrane protein 125	chr1	43269979	43274007	+
C1orf210	chromosome 1 open reading frame 210	chr1	43281866	43285908	-
TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1	chr1	43300971	43323108	+
MPL	MPL proto-oncogene, thrombopoietin receptor	chr1	43337808	43354466	+
CDC20	cell division cycle 20	chr1	43358928	43363207	+
ELOVL1	ELOVL fatty acid elongase 1	chr1	43363396	43368075	-
MED8	mediator complex subunit 8	chr1	43383917	43389808	-
SZT2	SZT2 subunit of KICSTOR complex	chr1	43389882	43454247	+
HYI	hydroxypyruvate isomerase (putative)	chr1	43450607	43453999	-
PTPRF	protein tyrosine phosphatase receptor type F	chr1	43525086	43626579	+
KDM4A	lysine demethylase 4A	chr1	43649256	43705518	+
ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	chr1	43705824	43931167	+
ARTN	artemin	chr1	43933320	43937244	+
IPO13	importin 13	chr1	43946830	43968024	+
DPH2	diphthamide biosynthesis 2	chr1	43969978	43973373	+
ATP6V0B	ATPase H+ transporting V0 subunit b	chr1	43974487	43978295	+
B4GALT2	beta-1,4-galactosyltransferase 2	chr1	43978943	43991173	+
CCDC24	coiled-coil domain containing 24	chr1	43991359	43996529	+
SLC6A9	solute carrier family 6 member 9	chr1	43991500	44031467	-
KLF17	KLF transcription factor 17	chr1	44118821	44135140	+
KLF18	KLF transcription factor 18	chr1	44137821	44141631	-
DMAP1	DNA methyltransferase 1 associated protein 1	chr1	44213427	44220681	+
ERI3	ERI1 exoribonuclease family member 3	chr1	44221070	44355267	-
RNF220	ring finger protein 220	chr1	44405185	44651724	+
TMEM53	transmembrane protein 53	chr1	44635238	44674481	-
ARMH1	armadillo like helical domain containing 1	chr1	44674692	44725591	+
KIF2C	kinesin family member 2C	chr1	44739817	44767767	+
RPS8	ribosomal protein S8	chr1	44775251	44778779	+
BEST4	bestrophin 4	chr1	44781836	44791550	-
PLK3	polo like kinase 3	chr1	44800346	44805995	+
DYNLT4	dynein light chain Tctex-type 4	chr1	44805888	44807417	-
BTBD19	BTB domain containing 19	chr1	44808523	44817381	+
PTCH2	patched 2	chr1	44819154	44843253	-
EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	chr1	44850522	44986722	-
HECTD3	HECT domain E3 ubiquitin protein ligase 3	chr1	45002540	45011369	-
UROD	uroporphyrinogen decarboxylase	chr1	45010950	45015575	+
ZSWIM5	zinc finger SWIM-type containing 5	chr1	45016395	45306209	-
HPDL	4-hydroxyphenylpyruvate dioxygenase like	chr1	45326895	45328710	+
MUTYH	mutY DNA glycosylase	chr1	45329163	45340893	-
TOE1	target of EGR1, exonuclease	chr1	45340012	45343976	+
TESK2	testis associated actin remodelling kinase 2	chr1	45343877	45491203	-
CCDC163	CCDC163 homolog	chr1	45493866	45500163	-
MMACHC	metabolism of cobalamin associated C	chr1	45500300	45513382	+
PRDX1	peroxiredoxin 1	chr1	45510914	45542816	-
AKR1A1	aldo-keto reductase family 1 member A1	chr1	45550475	45570051	+
NASP	nuclear autoantigenic sperm protein	chr1	45583581	45618905	+
CCDC17	coiled-coil domain containing 17	chr1	45620044	45624058	-
GPBP1L1	GC-rich promoter binding protein 1 like 1	chr1	45627284	45688408	-
TMEM69	transmembrane protein 69	chr1	45688149	45694443	+
IPP	intracisternal A particle-promoted polypeptide	chr1	45694324	45750653	-
MAST2	microtubule associated serine/threonine kinase 2	chr1	45786987	46036228	+
PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	chr1	46040140	46133338	-
TSPAN1	tetraspanin 1	chr1	46173794	46185968	+
P3R3URF	PIK3R3 upstream open reading frame	chr1	46175486	46176488	-
POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	chr1	46188681	46220305	-
LURAP1	leucine rich adaptor protein 1	chr1	46203334	46221256	+
RAD54L	RAD54 like	chr1	46246461	46278482	+
LRRC41	leucine rich repeat containing 41	chr1	46261196	46303616	-
UQCRH	ubiquinol-cytochrome c reductase hinge protein	chr1	46300900	46316796	+
NSUN4	NOP2/Sun RNA methyltransferase 4	chr1	46340719	46369218	+
FAAH	fatty acid amide hydrolase	chr1	46394265	46415754	+
DMBX1	diencephalon/mesencephalon homeobox 1	chr1	46489822	46516218	+
TMEM275	transmembrane protein 275	chr1	46532166	46544566	-
KNCN	kinocilin	chr1	46545641	46551647	-
MKNK1	MAPK interacting serine/threonine kinase 1	chr1	46557407	46616843	-
MOB3C	MOB kinase activator 3C	chr1	46607719	46616862	-
ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	chr1	46632071	46673867	-
TEX38	testis expressed 38	chr1	46668855	46673594	+
EFCAB14	EF-hand calcium binding domain 14	chr1	46674659	46719146	-
CYP4B1	cytochrome P450 family 4 subfamily B member 1	chr1	46757838	46819413	+
CYP4A11	cytochrome P450 family 4 subfamily A member 11	chr1	46928862	46941594	-
CYP4X1	cytochrome P450 family 4 subfamily X member 1	chr1	47023666	47050751	+
CYP4Z1	cytochrome P450 family 4 subfamily Z member 1	chr1	47067231	47118318	+
CYP4A22	cytochrome P450 family 4 subfamily A member 22	chr1	47137419	47149742	+
PDZK1IP1	PDZK1 interacting protein 1	chr1	47183582	47191398	-
TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	chr1	47216290	47232225	-
STIL	STIL centriolar assembly protein	chr1	47250139	47314892	-
CMPK1	cytidine/uridine monophosphate kinase 1	chr1	47333790	47394866	+
FOXE3	forkhead box E3	chr1	47416285	47418052	+
FOXD2	forkhead box D2	chr1	47438044	47440691	+
TRABD2B	TraB domain containing 2B	chr1	47760528	47997385	-
SLC5A9	solute carrier family 5 member 9	chr1	48222685	48248644	+
SPATA6	spermatogenesis associated 6	chr1	48295373	48472279	-
AGBL4	AGBL carboxypeptidase 4	chr1	48532854	50023954	-
BEND5	BEN domain containing 5	chr1	48727519	48776969	-
ELAVL4	ELAV like RNA binding protein 4	chr1	50024029	50203772	+
DMRTA2	DMRT like family A2	chr1	50417550	50423468	-
FAF1	Fas associated factor 1	chr1	50437028	50960279	-
CDKN2C	cyclin dependent kinase inhibitor 2C	chr1	50960745	50974634	+
C1orf185	chromosome 1 open reading frame 185	chr1	51102221	51148086	+
RNF11	ring finger protein 11	chr1	51235625	51273447	+
TTC39A	tetratricopeptide repeat domain 39A	chr1	51287258	51345116	-
EPS15	epidermal growth factor receptor pathway substrate 15	chr1	51354263	51519387	-
OSBPL9	oxysterol binding protein like 9	chr1	51577179	51798427	+
NRDC	nardilysin convertase	chr1	51787517	51878805	-
RAB3B	RAB3B, member RAS oncogene family	chr1	51907956	51990700	-
TXNDC12	thioredoxin domain containing 12	chr1	52020130	52055772	-
KTI12	KTI12 chromatin associated homolog	chr1	52032103	52033810	-
BTF3L4	basic transcription factor 3 like 4	chr1	52056199	52090716	+
ZFYVE9	zinc finger FYVE-type containing 9	chr1	52141888	52348671	+
CC2D1B	coiled-coil and C2 domain containing 1B	chr1	52345723	52366318	-
ORC1	origin recognition complex subunit 1	chr1	52372010	52404471	-
PRPF38A	pre-mRNA processing factor 38A	chr1	52404060	52420836	+
TUT4	terminal uridylyl transferase 4	chr1	52408282	52553487	-
GPX7	glutathione peroxidase 7	chr1	52602371	52609051	+
SHISAL2A	shisa like 2A	chr1	52633168	52669683	+
COA7	cytochrome c oxidase assembly factor 7	chr1	52684449	52698355	-
ZYG11B	zyg-11 family member B, cell cycle regulator	chr1	52726447	52827336	+
ZYG11A	zyg-11 family member A, cell cycle regulator	chr1	52842511	52894998	+
ECHDC2	enoyl-CoA hydratase domain containing 2	chr1	52895910	52927212	-
SCP2	sterol carrier protein 2	chr1	52927276	53051698	+
PODN	podocan	chr1	53061293	53093681	+
SLC1A7	solute carrier family 1 member 7	chr1	53087179	53142638	-
CPT2	carnitine palmitoyltransferase 2	chr1	53196792	53214197	+
CZIB	CXXC motif containing zinc binding protein	chr1	53214099	53220652	-
MAGOH	mago homolog, exon junction complex subunit	chr1	53226890	53238621	-
LRP8	LDL receptor related protein 8	chr1	53242364	53328469	-
DMRTB1	DMRT like family B with proline rich C-terminal 1	chr1	53459399	53467488	+
GLIS1	GLIS family zinc finger 1	chr1	53506232	53739164	-
NDC1	NDC1 transmembrane nucleoporin	chr1	53765460	53838560	-
YIPF1	Yip1 domain family member 1	chr1	53847531	53890683	-
DIO1	iodothyronine deiodinase 1	chr1	53891239	53911086	+
IFT25	intraflagellar transport 25	chr1	53916574	53946588	-
LRRC42	leucine rich repeat containing 42	chr1	53946045	53968168	+
LDLRAD1	low density lipoprotein receptor class A domain containing 1	chr1	54007298	54018194	-
TMEM59	transmembrane protein 59	chr1	54026681	54053504	-
TCEANC2	transcription elongation factor A N-terminal and central domain containing 2	chr1	54052867	54112519	+
CDCP2	CUB domain containing protein 2	chr1	54132687	54153770	-
CYB5RL	cytochrome b5 reductase like	chr1	54169651	54200073	-
MRPL37	mitochondrial ribosomal protein L37	chr1	54184041	54225464	+
SSBP3	single stranded DNA binding protein 3	chr1	54225432	54413479	-
ACOT11	acyl-CoA thioesterase 11	chr1	54542257	54639192	+
FAM151A	family with sequence similarity 151 member A	chr1	54609178	54623556	-
MROH7	maestro heat like repeat family member 7	chr1	54641754	54710266	+
TTC4	tetratricopeptide repeat domain 4	chr1	54715835	54742657	+
PARS2	prolyl-tRNA synthetase 2, mitochondrial	chr1	54756594	54764546	-
TTC22	tetratricopeptide repeat domain 22	chr1	54779712	54801323	-
